C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_28_663.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_28_663.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_28_663.jpg,0,0,0,8.17E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_28_761.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_28_761.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_28_761.jpg,0,0,0,8.19E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_28_861.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_28_861.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_28_861.jpg,0,0,0,8.16E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_28_965.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_28_965.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_28_965.jpg,0,0,0,8.14E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_066.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_066.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_066.jpg,0,0,0,8.16E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_169.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_169.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_169.jpg,0,0,0,8.24E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_272.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_272.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_272.jpg,0,0,0,8.12E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_377.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_377.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_377.jpg,0,0,0,8.13E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_479.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_479.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_479.jpg,0,0,0,8.13E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_584.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_584.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_584.jpg,0,0,0,8.11E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_685.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_685.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_685.jpg,0,0,0,8.13E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_790.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_790.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_790.jpg,0,0,0,8.18E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_892.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_892.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_892.jpg,0,0,0,8.10E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_29_996.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_29_996.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_29_996.jpg,0,0,0,8.12E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_30_100.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_30_100.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_30_100.jpg,0,0,0,8.21E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_30_201.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_30_201.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_30_201.jpg,0,0,0,8.13E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_30_306.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_30_306.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_30_306.jpg,0,0,0,8.14E-05
C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\center_2023_07_09_10_36_30_407.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\left_2023_07_09_10_36_30_407.jpg, C:\Users\deepj\OneDrive\Desktop\simulator-windows-64\Testing Data\IMG\right_2023_07_09_10_36_30_407.jpg,0,0,0,8.12E-05
